area__rucc,area__urban_influence,demo__birth_rate_per_1k,demo__death_rate_per_1k,demo__pct_adults_bachelors_or_higher,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_aged_65_years_and_older,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_below_18_years_of_age,demo__pct_female,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,health__air_pollution_particulate_matter,health__motor_vehicle_crash_deaths_per_100k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_excessive_drinking,health__pct_low_birthweight,health__pct_physical_inacticity,health__pop_per_dentist,health__pop_per_primary_care_physician,heart_disease_mortality_per_100k,row_id,yr
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",14.0,12.0,0.09182643794147326,0.20787083753784052,0.4268415741675076,0.27346115035317864,0.165,0.009000000000000001,0.006999999999999999,0.23199999999999998,0.507,0.047,0.042,0.885,Mining-dependent,0.46,0.057999999999999996,0.21600000000000003,0.078,14.0,30.27,0.32299999999999995,0.276,0.133,0.147,0.071,0.301,4479.0,6790.0,323,4615,a
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",9.0,8.0,0.10819009100101112,0.2477249747219413,0.3751263902932255,0.2689585439838221,0.138,0.009000000000000001,0.0,0.20600000000000002,0.38299999999999995,0.132,0.152,0.708,Federal/State government-dependent,0.376,0.054000000000000006,0.314,0.159,12.0,24.03,0.35100000000000003,0.16399999999999998,0.111,0.078,0.08,0.29100000000000004,10619.0,8939.0,277,4616,b
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",10.0,15.0,0.1635094715852443,0.19042871385842475,0.3379860418743769,0.3080757726819542,0.23399999999999999,0.012,0.0,0.182,0.512,0.055,0.001,0.935,Nonspecialized,0.41700000000000004,0.07400000000000001,0.215,0.061,13.0,21.05,0.308,0.26899999999999996,0.127,0.147,0.096,0.304,2549.0,1280.0,282,4617,a
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",10.0,9.0,0.19148936170212766,0.11144883485309016,0.4407294832826748,0.2563323201621074,0.179,0.0,0.006999999999999999,0.215,0.499,0.0,0.0,0.982,Farm-dependent,0.48700000000000004,0.063,0.172,0.087,14.0,20.65,0.27699999999999997,0.19699999999999998,0.11800000000000001,0.147,0.052000000000000005,0.315,8419.0,8429.0,262,4618,b
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,9.0,12.0,0.1536926147704591,0.1187624750499002,0.3882235528942116,0.3393213572854292,0.2,0.011000000000000001,0.005,0.218,0.51,0.053,0.013999999999999999,0.912,Mining-dependent,0.47600000000000003,0.057,0.23199999999999998,0.138,10.0,18.45,0.295,0.205,0.124,0.147,0.075,0.32799999999999996,1609.0,3510.0,319,4619,a
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Micropolitan adjacent to a small metro area,14.0,11.0,0.156312625250501,0.21442885771543085,0.3036072144288577,0.3256513026052104,0.142,0.005,0.0,0.22399999999999998,0.525,0.015,0.845,0.134,Nonspecialized,0.35200000000000004,0.12300000000000001,0.258,0.065,11.0,35.43,0.425,0.172,0.155,0.147,0.153,0.37200000000000005,4619.0,3110.0,467,4620,a
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,9.0,6.0,0.6371769383697813,0.031809145129224656,0.10636182902584493,0.22465208747514911,0.166,0.008,0.066,0.233,0.495,0.156,0.002,0.746,Nonspecialized,0.485,0.04,0.053,0.039,10.0,14.82,0.201,0.09699999999999999,0.068,0.122,0.109,0.151,980.0,550.0,149,4621,a
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,11.0,10.0,0.16600790513833993,0.20454545454545453,0.2964426877470356,0.33300395256917,0.151,0.0,0.0,0.245,0.517,0.032,0.304,0.657,Nonspecialized,0.43,0.07,0.24100000000000002,0.084,12.0,30.8,0.341,0.23600000000000002,0.163,0.145,0.091,0.35,4050.0,3560.0,379,4625,a
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,12.0,8.0,0.2945273631840796,0.10845771144278607,0.281592039800995,0.3154228855721393,0.149,0.0,0.017,0.242,0.516,0.055999999999999994,0.14300000000000002,0.755,Nonspecialized,0.519,0.043,0.21100000000000002,0.079,12.0,19.73,0.294,0.196,0.105,0.13699999999999998,0.08800000000000001,0.23600000000000002,2460.0,1649.0,250,4628,a
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",12.0,11.0,0.12725450901803606,0.17935871743486972,0.43687374749499003,0.2565130260521042,0.19399999999999998,0.013000000000000001,0.01,0.217,0.48,0.024,0.031,0.9129999999999999,Nonspecialized,0.368,0.07200000000000001,0.255,0.114,10.0,31.11,0.314,0.297,0.115,0.113,0.075,0.34299999999999997,6399.0,1980.0,305,4630,a
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",13.0,14.0,0.11854103343465047,0.2451874366767984,0.4214792299898683,0.2147922998986829,0.15,0.0,0.0,0.22399999999999998,0.474,0.011000000000000001,0.321,0.662,Nonspecialized,0.37200000000000005,0.084,0.306,0.08199999999999999,11.0,42.43,0.354,0.27399999999999997,0.11900000000000001,0.096,0.139,0.34299999999999997,2780.0,10320.0,416,4636,b
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,12.0,5.0,0.459349593495935,0.07317073170731707,0.19817073170731708,0.2693089430894309,0.10300000000000001,0.006999999999999999,0.066,0.29,0.504,0.08800000000000001,0.037000000000000005,0.795,Nonspecialized,0.491,0.051,0.182,0.081,13.0,8.75,0.21600000000000003,0.125,0.095,0.185,0.07,0.182,2689.0,2710.0,211,4637,b
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,9.0,8.0,0.4074823053589485,0.08291203235591507,0.22143579373104147,0.28816986855409504,0.179,0.006,0.002,0.24600000000000002,0.512,0.213,0.006999999999999999,0.745,Nonspecialized,0.46799999999999997,0.04,0.20800000000000002,0.134,9.0,17.54,0.262,0.128,0.10800000000000001,0.174,0.07400000000000001,0.20199999999999999,1340.0,1490.0,235,4645,a
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",15.0,12.0,0.186372745490982,0.10721442885771544,0.4338677354709419,0.2725450901803607,0.191,0.006999999999999999,0.008,0.243,0.516,0.004,0.005,0.971,Farm-dependent,0.5379999999999999,0.031,0.23399999999999999,0.102,9.0,22.22,0.32,0.184,0.113,0.147,0.042,0.267,1689.0,2249.0,316,4646,a
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",6.0,10.0,0.21400394477317555,0.16568047337278108,0.3875739644970415,0.232741617357002,0.303,0.012,0.015,0.12300000000000001,0.505,0.01,0.015,0.982,Nonspecialized,0.608,0.025,0.294,0.13,13.0,14.82,0.28800000000000003,0.205,0.126,0.147,0.08199999999999999,0.26,2209.0,1350.0,220,4649,a
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,14.0,7.0,0.3087790110998991,0.07265388496468213,0.28456104944500504,0.3340060544904137,0.106,0.003,0.026000000000000002,0.282,0.5,0.043,0.026000000000000002,0.9009999999999999,Nonspecialized,0.511,0.036000000000000004,0.13699999999999998,0.059000000000000004,13.0,8.56,0.305,0.17300000000000001,0.107,0.172,0.066,0.23600000000000002,1589.0,1640.0,241,4653,a
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",14.0,6.0,0.4409687184661957,0.04339051463168516,0.25832492431886983,0.25731584258324924,0.149,0.0,0.017,0.204,0.48100000000000004,0.111,0.073,0.7859999999999999,Recreation,0.636,0.051,0.079,0.022000000000000002,10.0,14.82,0.19899999999999998,0.13699999999999998,0.063,0.248,0.051,0.171,1290.0,1709.0,242,4656,a
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,9.0,11.0,0.2815338042381433,0.10191725529767913,0.3007063572149344,0.3158425832492432,0.16,0.006999999999999999,0.019,0.201,0.526,0.024,0.063,0.8640000000000001,Nonspecialized,0.52,0.053,0.16899999999999998,0.047,13.0,11.66,0.27899999999999997,0.218,0.10800000000000001,0.147,0.083,0.27899999999999997,980.0,800.0,272,4659,b
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,8.0,10.0,0.3390862944162437,0.06091370558375633,0.2,0.4,0.226,0.006999999999999999,0.008,0.174,0.499,0.085,0.0,0.8540000000000001,Recreation,0.484,0.049,0.193,0.08199999999999999,10.0,13.1,0.174,0.14400000000000002,0.067,0.16899999999999998,0.063,0.142,1220.0,1339.0,201,4662,a
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,11.0,7.0,0.3166332665330661,0.05511022044088176,0.28456913827655306,0.34368737474949895,0.11699999999999999,0.005,0.025,0.18899999999999997,0.498,0.022000000000000002,0.028999999999999998,0.912,Nonspecialized,0.585,0.03,0.11,0.063,13.0,11.79,0.248,0.19,0.062,0.204,0.061,0.239,1359.0,1070.0,187,4663,b
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,14.0,9.0,0.2831858407079645,0.09931170108161258,0.2900688298918387,0.327433628318584,0.121,0.0,0.033,0.268,0.511,0.067,0.11699999999999999,0.759,Nonspecialized,0.478,0.043,0.209,0.105,13.0,8.32,0.324,0.21,0.1,0.172,0.09300000000000001,0.239,1719.0,1580.0,244,4667,a
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,9.0,6.0,0.4563691073219658,0.07422266800401202,0.21765295887662986,0.25175526579739216,0.10300000000000001,0.01,0.064,0.165,0.5,0.024,0.03,0.86,Federal/State government-dependent,0.473,0.067,0.20199999999999999,0.095,14.0,8.74,0.256,0.185,0.085,0.175,0.066,0.223,2289.0,1740.0,211,4671,b
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,17.0,10.0,0.1945288753799392,0.21479229989868284,0.3059777102330293,0.2847011144883485,0.14,0.019,0.067,0.254,0.496,0.24100000000000002,0.017,0.665,Manufacturing-dependent,0.557,0.037000000000000005,0.191,0.068,12.0,13.31,0.276,0.114,0.077,0.203,0.051,0.256,1950.0,1849.0,234,4672,b
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,13.0,12.0,0.12031558185404335,0.19921104536489148,0.3688362919132149,0.31163708086784997,0.161,0.203,0.001,0.242,0.462,0.039,0.08,0.618,Farm-dependent,0.369,0.06,0.293,0.11800000000000001,10.0,24.74,0.318,0.24600000000000002,0.133,0.147,0.069,0.299,12370.0,6169.0,439,4674,a
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,10.0,14.0,0.10050251256281408,0.3165829145728643,0.3809045226130653,0.2020100502512563,0.193,0.003,0.008,0.195,0.511,0.015,0.4,0.5529999999999999,Mining-dependent,0.364,0.109,0.24600000000000002,0.096,13.0,39.16,0.321,0.205,0.147,0.147,0.131,0.322,1609.0,8770.0,387,4676,b
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",10.0,13.0,0.12537313432835825,0.19004975124378112,0.4885572139303483,0.19601990049751247,0.19399999999999998,0.001,0.0,0.19,0.495,0.013000000000000001,0.009000000000000001,0.977,Nonspecialized,0.36200000000000004,0.095,0.268,0.068,13.0,31.32,0.33899999999999997,0.24600000000000002,0.146,0.147,0.08900000000000001,0.35600000000000004,4930.0,2889.0,276,4677,b
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",14.0,4.0,0.14243027888446216,0.14143426294820716,0.3974103585657371,0.3187250996015936,0.07,0.715,0.0,0.354,0.5,0.027999999999999997,0.004,0.23399999999999999,Farm-dependent,0.35200000000000004,0.059000000000000004,0.289,0.08800000000000001,10.0,14.82,0.457,0.331,0.149,0.231,0.08199999999999999,0.33299999999999996,1609.0,1350.0,211,4681,b
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,10.0,12.0,0.152834008097166,0.08704453441295545,0.4423076923076923,0.31781376518218624,0.20800000000000002,0.0,0.002,0.213,0.495,0.008,0.002,0.972,Farm-dependent,0.47200000000000003,0.067,0.17300000000000001,0.044000000000000004,11.0,14.82,0.301,0.205,0.10099999999999999,0.147,0.08199999999999999,0.326,5049.0,2500.0,311,4684,a
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,9.0,8.0,0.2050251256281407,0.15577889447236182,0.41306532663316586,0.2261306532663317,0.157,0.0,0.011000000000000001,0.18100000000000002,0.449,0.055,0.064,0.835,Federal/State government-dependent,0.42,0.049,0.13699999999999998,0.055,12.0,12.42,0.278,0.22,0.098,0.138,0.064,0.258,1720.0,1150.0,227,4690,a
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,9.0,9.0,0.4560710760118461,0.07996051332675222,0.22803553800592305,0.2359328726554788,0.182,0.0,0.019,0.182,0.518,0.042,0.031,0.882,Federal/State government-dependent,0.535,0.064,0.121,0.031,10.0,7.51,0.226,0.121,0.075,0.21100000000000002,0.067,0.201,1179.0,1130.0,220,4691,b
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,17.0,5.0,0.28891050583657585,0.19552529182879375,0.259727626459144,0.2558365758754864,0.069,0.018000000000000002,0.055,0.273,0.491,0.314,0.135,0.473,Nonspecialized,0.5429999999999999,0.054000000000000006,0.265,0.084,13.0,6.91,0.301,0.205,0.08900000000000001,0.147,0.07200000000000001,0.233,809.0,799.0,194,4694,b
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,11.0,9.0,0.1507936507936508,0.2023809523809524,0.28968253968253965,0.35714285714285715,0.152,0.094,0.031,0.212,0.445,0.2,0.034,0.633,Federal/State government-dependent,0.365,0.086,0.217,0.10099999999999999,8.0,26.1,0.254,0.20199999999999999,0.086,0.147,0.055999999999999994,0.182,1389.0,1280.0,288,4697,a
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,9.0,4.0,0.5029761904761905,0.0367063492063492,0.20337301587301587,0.2569444444444445,0.10400000000000001,0.0,0.009000000000000001,0.182,0.456,0.068,0.004,0.912,Recreation,0.598,0.043,0.172,0.10400000000000001,14.0,17.17,0.131,0.095,0.04,0.272,0.10300000000000001,0.10099999999999999,1119.0,960.0,155,4698,b
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",13.0,10.0,0.16496945010183298,0.07128309572301425,0.43890020366598775,0.32484725050916496,0.165,0.005,0.003,0.27,0.506,0.011000000000000001,0.003,0.9670000000000001,Nonspecialized,0.529,0.045,0.124,0.047,11.0,14.96,0.309,0.182,0.111,0.20199999999999999,0.048,0.27399999999999997,2990.0,2320.0,278,4700,a
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,13.0,5.0,0.17296222664015906,0.13419483101391652,0.30318091451292245,0.38966202783300197,0.17300000000000001,0.027000000000000003,0.01,0.23,0.488,0.019,0.003,0.941,Farm-dependent,0.475,0.063,0.149,0.102,10.0,14.82,0.309,0.205,0.102,0.147,0.079,0.28600000000000003,1869.0,1350.0,151,4703,a
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",11.0,10.0,0.097979797979798,0.15151515151515152,0.4444444444444445,0.30606060606060603,0.16,0.0,0.01,0.235,0.488,0.03,0.27,0.687,Farm-dependent,0.345,0.084,0.276,0.08900000000000001,12.0,15.3,0.301,0.205,0.122,0.147,0.159,0.261,4709.0,2400.0,266,4705,a
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",11.0,10.0,0.15461847389558234,0.0783132530120482,0.4879518072289157,0.27911646586345384,0.23800000000000002,0.09699999999999999,0.003,0.203,0.48200000000000004,0.009000000000000001,0.005,0.872,Farm-dependent,0.516,0.027999999999999997,0.21100000000000002,0.096,10.0,14.82,0.327,0.205,0.109,0.147,0.08199999999999999,0.312,1609.0,1350.0,272,4706,a
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,14.0,8.0,0.15820895522388062,0.16815920398009954,0.2955223880597015,0.3781094527363185,0.139,0.038,0.013000000000000001,0.259,0.475,0.255,0.011000000000000001,0.682,Nonspecialized,0.462,0.061,0.257,0.08900000000000001,10.0,13.79,0.336,0.21,0.11599999999999999,0.14400000000000002,0.06,0.244,1869.0,2250.0,237,4708,a
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",8.0,9.0,0.08673469387755102,0.26734693877551025,0.4938775510204082,0.1520408163265306,0.152,0.0,0.009000000000000001,0.195,0.434,0.127,0.355,0.514,Manufacturing-dependent,0.314,0.102,0.282,0.095,13.0,17.18,0.305,0.273,0.12,0.147,0.109,0.309,9850.0,2669.0,314,4709,b
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",12.0,12.0,0.2326043737574553,0.043737574552683886,0.33001988071570576,0.3936381709741551,0.20800000000000002,0.004,0.011000000000000001,0.23600000000000002,0.515,0.019,0.008,0.95,Nonspecialized,0.499,0.057999999999999996,0.165,0.063,10.0,17.41,0.344,0.18,0.1,0.142,0.064,0.248,2800.0,849.0,213,4710,a
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,11.0,9.0,0.17286432160804022,0.12864321608040202,0.3859296482412061,0.3125628140703518,0.146,0.05,0.008,0.251,0.489,0.061,0.026000000000000002,0.821,Nonspecialized,0.48,0.038,0.23199999999999998,0.102,10.0,23.74,0.371,0.27699999999999997,0.115,0.102,0.1,0.311,3569.0,2409.0,359,4714,a
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,10.0,10.0,0.17795753286147625,0.12133468149646108,0.3023255813953489,0.3983822042467139,0.20800000000000002,0.040999999999999995,0.018000000000000002,0.201,0.48100000000000004,0.08900000000000001,0.006,0.823,Recreation,0.376,0.08,0.23199999999999998,0.073,11.0,11.67,0.332,0.243,0.09,0.154,0.049,0.248,2880.0,3570.0,231,4715,a
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,10.0,10.0,0.20241691842900303,0.12386706948640483,0.37965760322255787,0.2940584088620342,0.14400000000000002,0.011000000000000001,0.006999999999999999,0.257,0.526,0.008,0.231,0.723,Nonspecialized,0.47,0.057999999999999996,0.225,0.085,13.0,20.15,0.314,0.237,0.134,0.147,0.11199999999999999,0.27899999999999997,9519.0,4760.0,266,4718,a
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",8.0,14.0,0.15841584158415842,0.2188118811881188,0.3198019801980198,0.30297029702970296,0.20600000000000002,0.006999999999999999,0.003,0.237,0.506,0.297,0.022000000000000002,0.6629999999999999,Nonspecialized,0.506,0.038,0.337,0.14800000000000002,9.0,14.82,0.29100000000000004,0.205,0.111,0.147,0.092,0.285,4209.0,2070.0,324,4719,b
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,15.0,8.0,0.13953488372093026,0.2204246713852376,0.39737108190091,0.2426693629929221,0.114,0.0,0.013000000000000001,0.255,0.48200000000000004,0.106,0.272,0.607,Nonspecialized,0.41600000000000004,0.08,0.315,0.111,12.0,22.65,0.305,0.20800000000000002,0.114,0.11900000000000001,0.11900000000000001,0.306,3869.0,1859.0,321,4720,b
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,14.0,8.0,0.2682186234817814,0.0688259109311741,0.24595141700404854,0.417004048582996,0.19,0.017,0.016,0.292,0.505,0.1,0.006999999999999999,0.855,Recreation,0.423,0.044000000000000004,0.251,0.135,11.0,12.38,0.22,0.078,0.065,0.063,0.065,0.18100000000000002,1439.0,1849.0,174,4721,a
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,16.0,9.0,0.3019250253292806,0.132725430597771,0.2563323201621074,0.3090172239108409,0.128,0.051,0.039,0.254,0.5,0.159,0.159,0.583,Mining-dependent,0.488,0.043,0.272,0.098,10.0,12.56,0.305,0.22399999999999998,0.10800000000000001,0.15,0.08800000000000001,0.28600000000000003,1069.0,1160.0,317,4723,a
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,10.0,8.0,0.2360688956433637,0.0972644376899696,0.34853090172239104,0.3181357649442756,0.147,0.001,0.013000000000000001,0.21100000000000002,0.508,0.025,0.017,0.938,Nonspecialized,0.484,0.063,0.11199999999999999,0.047,12.0,6.51,0.27899999999999997,0.209,0.083,0.133,0.083,0.218,2720.0,1899.0,266,4724,a
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,16.0,6.0,0.3313492063492064,0.20535714285714285,0.2599206349206349,0.20337301587301587,0.11199999999999999,0.009000000000000001,0.106,0.23199999999999998,0.522,0.205,0.325,0.36200000000000004,Nonspecialized,0.46299999999999997,0.081,0.196,0.047,11.0,3.87,0.233,0.133,0.115,0.13699999999999998,0.095,0.267,1709.0,1579.0,266,4725,b
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,11.0,13.0,0.1498015873015873,0.125,0.4970238095238095,0.2281746031746032,0.183,0.0,0.001,0.19699999999999998,0.504,0.003,0.045,0.927,Nonspecialized,0.436,0.083,0.156,0.06,14.0,20.73,0.354,0.24600000000000002,0.135,0.172,0.09699999999999999,0.345,1840.0,2060.0,322,4729,b
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",8.0,13.0,0.10901883052527253,0.2606541129831516,0.4469772051536174,0.1833498513379584,0.198,0.008,0.0,0.221,0.519,0.012,0.265,0.6970000000000001,Nonspecialized,0.446,0.068,0.27899999999999997,0.063,12.0,25.99,0.369,0.22399999999999998,0.141,0.147,0.10800000000000001,0.33799999999999997,2349.0,2360.0,444,4732,a
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,11.0,13.0,0.1683366733466934,0.16633266533066132,0.3827655310621242,0.282565130260521,0.163,0.006999999999999999,0.005,0.24,0.521,0.022000000000000002,0.062,0.895,Nonspecialized,0.433,0.067,0.204,0.061,13.0,19.68,0.325,0.256,0.145,0.11900000000000001,0.09699999999999999,0.297,1430.0,1089.0,350,4733,a
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,10.0,11.0,0.22355289421157684,0.0968063872255489,0.35329341317365265,0.3263473053892216,0.185,0.01,0.004,0.209,0.509,0.019,0.0,0.9540000000000001,Recreation,0.45899999999999996,0.063,0.133,0.05,11.0,10.99,0.303,0.193,0.105,0.195,0.071,0.242,3200.0,2299.0,288,4737,a
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",15.0,15.0,0.19543650793650796,0.09325396825396826,0.3690476190476191,0.3422619047619047,0.20600000000000002,0.078,0.01,0.215,0.508,0.025,0.0,0.855,Farm-dependent,0.48,0.059000000000000004,0.321,0.193,11.0,39.6,0.26899999999999996,0.16399999999999998,0.086,0.188,0.08199999999999999,0.32299999999999995,4250.0,4250.0,236,4738,b
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,10.0,9.0,0.1495983935742972,0.13353413654618473,0.4126506024096385,0.3042168674698795,0.138,0.0,0.002,0.19399999999999998,0.45299999999999996,0.033,0.053,0.9009999999999999,Federal/State government-dependent,0.44799999999999995,0.063,0.141,0.045,13.0,13.78,0.29600000000000004,0.17800000000000002,0.077,0.188,0.063,0.255,3520.0,1990.0,278,4740,b
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,11.0,8.0,0.5186640471512771,0.08840864440078584,0.18074656188605107,0.21218074656188604,0.156,0.01,0.037000000000000005,0.207,0.521,0.061,0.09699999999999999,0.785,Federal/State government-dependent,0.499,0.043,0.14400000000000002,0.061,13.0,9.06,0.24600000000000002,0.11900000000000001,0.096,0.135,0.073,0.195,1129.0,730.0,188,4747,a
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,13.0,8.0,0.17082917082917087,0.16883116883116886,0.3076923076923077,0.35264735264735264,0.126,0.009000000000000001,0.011000000000000001,0.27399999999999997,0.504,0.182,0.027999999999999997,0.764,Nonspecialized,0.46799999999999997,0.044000000000000004,0.312,0.14300000000000002,10.0,20.13,0.327,0.204,0.127,0.18,0.083,0.287,3120.0,2210.0,315,4750,b
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",10.0,13.0,0.146078431372549,0.1215686274509804,0.5225490196078432,0.20980392156862746,0.217,0.008,0.009000000000000001,0.17600000000000002,0.488,0.012,0.003,0.98,Manufacturing-dependent,0.49200000000000005,0.055999999999999994,0.24600000000000002,0.063,13.0,24.14,0.332,0.258,0.13699999999999998,0.147,0.077,0.36,1390.0,2329.0,299,4751,a
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,13.0,11.0,0.21306532663316585,0.12462311557788945,0.2542713567839196,0.4080402010050251,0.174,0.012,0.008,0.248,0.499,0.17600000000000002,0.027999999999999997,0.753,Nonspecialized,0.442,0.052000000000000005,0.315,0.171,9.0,21.64,0.285,0.205,0.10300000000000001,0.147,0.059000000000000004,0.28300000000000003,6769.0,1649.0,266,4755,b
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",7.0,14.0,0.17002012072434608,0.11871227364185112,0.4074446680080483,0.3038229376257545,0.28800000000000003,0.013999999999999999,0.006999999999999999,0.157,0.499,0.012,0.012,0.9640000000000001,Recreation,0.419,0.111,0.17600000000000002,0.068,11.0,11.6,0.32,0.154,0.14,0.147,0.08,0.263,3260.0,6560.0,232,4756,a
